year,adm_1,best
#date+year,#adm1+name,#affected+killed
2002,Oromiya state,0
2002,Oromiya state,0
2002,Oromiya state,0
2002,Harari state,0
2002,Oromiya state,0
2002,Oromiya state,0
2002,Somali state,0
2002,Oromiya state,0
2003,Oromiya state,25
2003,Oromiya state,0
2003,Oromiya state,0
2003,Oromiya state,0
2003,Oromiya state,0
2003,Oromiya state,0
2003,Oromiya state,0
2003,Oromiya state,0
2003,Oromiya state,0
2004,Oromiya state,25
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Somali state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2004,Oromiya state,0
2005,Oromiya state,25
2005,Oromiya state,0
2005,Oromiya state,0
2005,Oromiya state,0
2005,Oromiya state,0
2005,Oromiya state,0
2005,Oromiya state,0
2005,Oromiya state,0
2005,Somali state,0
2005,Oromiya state,0
2005,Oromiya state,0
2006,Oromiya state,25
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2006,Oromiya state,0
2007,Oromiya state,25
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Amhara state,0
2007,Somali state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Amhara state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2007,Oromiya state,0
2008,Oromiya state,25
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,,0
2008,,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2008,Oromiya state,0
2009,,1
2009,Oromiya state,20
2009,Oromiya state,20
2009,Oromiya state,0
2009,Oromiya state,0
2009,Oromiya state,0
2009,Oromiya state,0
2009,Oromiya state,1
2009,Oromiya state,0
2009,Oromiya state,0
2010,Oromiya state,25
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2010,Oromiya state,0
2011,Oromiya state,25
2011,Oromiya state,0
2011,Harari state,0
2011,Oromiya state,0
2011,Dire Dawa Chartered City state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Dire Dawa Chartered City state,0
2011,Dire Dawa Chartered City state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Dire Dawa Chartered City state,0
2011,Oromiya state,0
2011,Dire Dawa Chartered City state,0
2011,Oromiya state,0
2011,Harari state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Dire Dawa Chartered City state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Addis Ababa Chartered city,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Oromiya state,0
2011,Oromiya state,0
2012,Oromiya state,25
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Addis Ababa Chartered city,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Addis Ababa Chartered city,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Addis Ababa Chartered city,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Dire Dawa Chartered City state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Addis Ababa Chartered city,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Harari state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2012,Oromiya state,0
2013,Oromiya state,25
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Amhara state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2013,Oromiya state,0
2014,Oromiya state,0
2014,Oromiya state,0
2014,Oromiya state,0
2014,Oromiya state,5
2014,Oromiya state,0
2014,Oromiya state,0
2015,Oromiya state,23
2015,Oromiya state,0
2015,Harari state,0
2015,Oromiya state,0
2015,Oromiya state,1
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Somali state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2015,Oromiya state,0
2016,Oromiya state,20
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Harari state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,5
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2016,Oromiya state,0
2018,Oromiya state,9
2018,Oromiya state,4
2018,Oromiya state,5
2019,Oromiya state,0
2019,Oromiya state,0
2005,SNNP state,3
1989,Eritrea province,300
1989,Eritrea province,300
1989,Shewa province,200
1989,Eritrea province,19
1989,Eritrea province,19
1989,Eritrea province,7
1989,Eritrea province,21
1989,Welega province,6
1989,Wollo province,2
1989,Gojjam province,3
1989,Gojjam province,14
1990,Welega province,2
1990,Welega province,1
1990,Gojjam province,50
1990,Wollo province,16
1990,Shewa province,20
1990,Eritrea province,31
1990,Eritrea province,2
1990,Eritrea province,20
1990,Eritrea province,16
1991,Eritrea province,1
1991,Eritrea province,27
1991,Eritrea province,1
1991,Eritrea province,2
1991,Eritrea province,2
1991,Eritrea province,1
1991,Eritrea province,1
1991,Shewa province,2
1993,Hararghe province,26
2000,Oromiya state,0
2001,Addis Ababa Chartered city,0
2002,Amhara state,3
2002,Oromiya state,0
2002,SNNP state,25
2002,Amhara state,1
2002,Addis Ababa Chartered city,1
2002,Addis Ababa Chartered city,1
2002,Amhara state,1
2002,Dire Dawa Chartered City state,2
2002,Amhara state,1
2003,Gambella state,2
2003,Gambella state,1
2003,Gambella state,4
2003,Gambella state,8
2003,Gambella state,40
2003,Gambella state,424
2003,Gambella state,1
2003,Gambella state,10
2003,Gambella state,11
2003,Gambella state,3
2003,Gambella state,5
2004,Gambella state,1
2004,Gambella state,38
2004,Gambella state,1
2004,Gambella state,40
2004,Gambella state,2
2004,Gambella state,7
2004,Gambella state,40
2004,Gambella state,15
2004,Gambella state,5
2004,Gambella state,7
2004,Gambella state,5
2004,Gambella state,0
2004,Gambella state,0
2004,Gambella state,0
2004,Gambella state,0
2004,Oromiya state,1
2004,Gambella state,14
2004,Amhara state,1
2004,Oromiya state,0
2004,Somali state,13
2004,Gambella state,2
2004,Somali state,0
2004,Gambella state,1
2004,Gambella state,1
2004,Gambella state,1
2004,Gambella state,43
2004,Dire Dawa Chartered City state,6
2005,Amhara state,0
2005,Gambella state,1
2005,Gambella state,1
2005,Gambella state,6
2005,Addis Ababa Chartered city,2
2005,Addis Ababa Chartered city,0
2005,,1
2005,Oromiya state,1
2005,Somali state,0
2005,Gambella state,2
2005,Addis Ababa Chartered city,1
2005,Gambella state,1
2005,Amhara state,1
2005,Gambella state,1
2005,Gambella state,1
2005,Addis Ababa Chartered city,1
2005,SNNP state,1
2006,Addis Ababa Chartered city,1
2006,Amhara state,4
2006,Gambella state,4
2006,SNNP state,1
2006,Oromiya state,3
2006,Gambella state,1
2006,Gambella state,1
2006,Addis Ababa Chartered city,1
2006,Gambella state,1
2006,Amhara state,2
2006,Amhara state,1
2007,Oromiya state,2
2007,SNNP state,1
2007,Addis Ababa Chartered city,1
2007,Somali state,1
2007,Oromiya state,5
2007,Oromiya state,4
2007,Somali state,3
2007,Oromiya state,9
2007,Oromiya state,1
2007,Somali state,3
2007,Somali state,10
2007,Somali state,4
2007,SNNP state,2
2007,Somali state,3
2007,Amhara state,1
2007,Somali state,0
2007,Somali state,7
2007,Somali state,1
2007,Somali state,6
2007,Somali state,11
2007,Somali state,6
2007,Somali state,2
2007,Somali state,15
2007,Somali state,2
2007,Somali state,5
2007,SNNP state,1
2007,Somali state,9
2007,Somali state,8
2007,Somali state,5
2007,Somali state,5
2007,Somali state,8
2007,Somali state,3
2007,Somali state,1
2007,Somali state,5
2007,Benishangul-Gumuz state,1
2007,Benishangul-Gumuz state,1
2007,Amhara state,1
2008,Addis Ababa Chartered city,1
2010,Somali state,0
2012,Somali state,0
2012,SNNP state,57
2012,Somali state,1
2012,Somali state,5
2012,Somali state,4
2012,Oromiya state,4
2012,Somali state,0
2012,Somali state,0
2012,Somali state,0
2012,SNNP state,17
2013,Oromiya state,11
2014,Oromiya state,1
2014,Oromiya state,0
2014,Oromiya state,0
2014,Oromiya state,0
2014,Oromiya state,7
2014,Amhara state,1
2015,SNNP state,24
2015,Amhara state,95
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,2
2015,Oromiya state,3
2015,Oromiya state,1
2015,Oromiya state,2
2015,Oromiya state,2
2015,Oromiya state,2
2015,Oromiya state,8
2015,Oromiya state,2
2015,Oromiya state,3
2015,Oromiya state,6
2015,Oromiya state,1
2015,Oromiya state,3
2015,Oromiya state,3
2015,Oromiya state,7
2015,Oromiya state,1
2015,Oromiya state,8
2015,Oromiya state,2
2015,Oromiya state,4
2015,Oromiya state,1
2015,Oromiya state,12
2015,Oromiya state,7
2015,Oromiya state,10
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,4
2015,Oromiya state,5
2015,Oromiya state,1
2015,Oromiya state,3
2015,Oromiya state,2
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,3
2015,Oromiya state,2
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,2
2015,Oromiya state,1
2015,Oromiya state,2
2015,Oromiya state,3
2015,Oromiya state,1
2015,Oromiya state,1
2015,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,SNNP state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,3
2016,Oromiya state,1
2016,Dire Dawa Chartered City state,1
2016,Oromiya state,2
2016,Oromiya state,2
2016,Oromiya state,1
2016,Oromiya state,1
2016,Dire Dawa Chartered City state,1
2016,Oromiya state,1
2016,Oromiya state,4
2016,Oromiya state,4
2016,Oromiya state,4
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,SNNP state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,2
2016,SNNP state,1
2016,Oromiya state,1
2016,Oromiya state,4
2016,Oromiya state,3
2016,Oromiya state,3
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,8
2016,Oromiya state,2
2016,Oromiya state,3
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,2
2016,Oromiya state,2
2016,Oromiya state,1
2016,Oromiya state,12
2016,Oromiya state,6
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,2
2016,Oromiya state,3
2016,Oromiya state,2
2016,Oromiya state,4
2016,Oromiya state,1
2016,Oromiya state,3
2016,Oromiya state,3
2016,Oromiya state,1
2016,Oromiya state,2
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,2
2016,Oromiya state,1
2016,Oromiya state,3
2016,Oromiya state,1
2016,Oromiya state,2
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,2
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,1
2016,Oromiya state,2
2016,Somali state,21
2016,Oromiya state,0
2016,Oromiya state,0
2016,Amhara state,6
2016,Oromiya state,6
2016,,6
2016,Oromiya state,6
2016,,6
2016,Oromiya state,6
2016,Oromiya state,5
2016,Oromiya state,5
2016,Oromiya state,15
2016,Oromiya state,6
2016,Amhara state,30
2016,SNNP state,34
2017,Oromiya state,101
2017,Oromiya state,31
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,1
2017,Oromiya state,4
2017,Oromiya state,3
2017,Oromiya state,1
2017,Somali state,1
2017,Oromiya state,0
2017,Oromiya state,3
2017,Oromiya state,4
2017,Oromiya state,1
2017,Oromiya state,16
2018,Oromiya state,1
2018,Oromiya state,1
2018,Oromiya state,1
2018,Oromiya state,1
2018,Amhara state,7
2018,Oromiya state,3
2018,Amhara state,7
2018,Amhara state,13
2018,Oromiya state,1
2018,Oromiya state,1
2018,Oromiya state,1
2018,Oromiya state,2
2018,Oromiya state,1
2018,Oromiya state,2
2018,Oromiya state,1
2018,Oromiya state,3
2018,Oromiya state,3
2018,Oromiya state,1
2018,Oromiya state,4
2018,Oromiya state,4
2018,Somali state,0
2018,Somali state,2
2018,Somali state,29
2018,Somali state,17
2018,Somali state,12
2018,Oromiya state,28
2018,Addis Ababa Chartered city,5
2018,Gambella state,4
2018,Tigray state,3
2018,Oromiya state,13
2019,Oromiya state,3
2019,Oromiya state,1
2019,Amhara state,5
2019,Oromiya state,1
2019,Oromiya state,0
2019,Oromiya state,5
2019,Benishangul-Gumuz state,1
2019,Somali state,11
2019,Oromiya state,1
2019,Oromiya state,3
2019,Oromiya state,0
2019,SNNP state,12
2019,SNNP state,14
2019,SNNP state,14
2019,Oromiya state,7
2019,Oromiya state,1
2020,Oromiya state,1
2020,Oromiya state,7
2020,Oromiya state,7
2020,Oromiya state,5
2020,Oromiya state,0
2020,Oromiya state,1
2020,Oromiya state,1
2020,Oromiya state,2
2020,Oromiya state,1
2020,SNNP state,6
2020,Oromiya state,0
2020,Oromiya state,1
2020,Afar state,10
2020,Tigray state,1
2020,Oromiya state,6
2020,Oromiya state,6
2020,Oromiya state,5
2020,Oromiya state,1
2020,Oromiya state,2
2020,Oromiya state,7
2020,Oromiya state,6
2020,SNNP state,7
2020,SNNP state,8
2020,SNNP state,1
2020,SNNP state,5
2020,SNNP state,1
2020,Oromiya state,25
2020,Harari state,3
2020,Oromiya state,2
2020,Harari state,1
2020,Oromiya state,2
2020,Oromiya state,3
2020,Oromiya state,3
2020,Harari state,2
2020,Oromiya state,1
2020,Oromiya state,1
2020,Somali state,9
2020,Afar state,0
2020,Oromiya state,1
2020,Somali state,2
2020,SNNP state,13
2020,SNNP state,18
2020,Tigray state,6
2020,Tigray state,7
2020,Tigray state,60
2020,Tigray state,13
2020,Tigray state,4
2020,Tigray state,5
2020,Tigray state,98
2020,Tigray state,6
2020,Tigray state,19
2020,Tigray state,20
2020,Tigray state,2
2020,Tigray state,5
2020,Tigray state,5
2020,Tigray state,10
2020,Tigray state,5
2020,Tigray state,6
2020,Tigray state,12
2021,Tigray state,8
2021,Tigray state,60
2021,Tigray state,2
2021,Tigray state,3
2021,Tigray state,0
2021,Tigray state,0
2021,Tigray state,0
2021,Tigray state,70
2021,Tigray state,12
2021,Tigray state,7
2021,Tigray state,30
2021,Tigray state,50
2021,Tigray state,73
2021,Tigray state,2
2021,Tigray state,50
2021,Tigray state,11
2021,Oromiya state,1
2021,Tigray state,30
2021,Tigray state,10
2021,Tigray state,7
2021,Tigray state,7
2021,Benishangul-Gumuz state,26
2021,Oromiya state,0
2021,Tigray state,80
2021,Tigray state,8
2021,Oromiya state,1
2021,Tigray state,18
2021,Amhara state,1
2021,Tigray state,3
2021,Tigray state,16
2021,Tigray state,5
2021,Tigray state,5
2021,,0
2021,Tigray state,12
2021,Tigray state,14
2021,Tigray state,17
2021,Amhara state,11
2021,Amhara state,1
2021,Oromiya state,3
2021,Oromiya state,6
2021,Oromiya state,5
2021,Oromiya state,5
2021,Oromiya state,1
2021,Tigray state,3
2021,Oromiya state,1
2021,Tigray state,10
2021,Oromiya state,1
2021,Oromiya state,1
2021,Oromiya state,1
2021,Oromiya state,1
2021,Tigray state,21
2021,Tigray state,2
2021,Oromiya state,1
2021,Tigray state,7
2021,Tigray state,6
2021,Tigray state,9
2021,Amhara state,3
2021,Amhara state,35
2021,Tigray state,1
2021,Amhara state,7
2021,Amhara state,1
2021,Amhara state,13
2021,Oromiya state,1
2021,Oromiya state,1
2021,Oromiya state,1
2021,Amhara state,25
2021,Oromiya state,1
2021,Tigray state,15
2021,Tigray state,1
2021,Tigray state,20
2021,Tigray state,13
2021,Oromiya state,1
2021,Tigray state,6
2021,Tigray state,6
2021,Tigray state,1
2021,Amhara state,3
2021,Amhara state,135
2021,Amhara state,4
2021,Amhara state,28
2021,Amhara state,3
2021,Amhara state,3
2021,Amhara state,3
2021,Amhara state,3
2021,Oromiya state,14
2021,Amhara state,17
1989,Illubabor province,120
2003,Somali state,2
2007,Somali state,1
2007,Somali state,3
2007,Somali state,74
2007,Somali state,4
1998,Tigray state,2
1998,Tigray state,1
1999,Afar state,0
2000,Tigray state,0
2000,Tigray state,0
2000,Tigray state,0
2000,Tigray state,0
2000,Tigray state,0
2000,Somali state,0
2020,Tigray state,2
2020,Tigray state,11
2020,Tigray state,31
2020,Tigray state,30
2020,Tigray state,57
2020,Tigray state,12
2020,Tigray state,9
2020,Tigray state,15
2020,Tigray state,25
2020,Tigray state,19
2020,Tigray state,8
2020,Tigray state,5
2020,Tigray state,31
2020,Tigray state,13
2020,Tigray state,13
2020,Tigray state,26
2020,Tigray state,21
2020,Tigray state,3
2020,Tigray state,8
2020,Tigray state,8
2020,Tigray state,50
2020,Tigray state,54
2020,Tigray state,750
2020,Tigray state,85
2020,Tigray state,22
2020,Tigray state,8
2020,Tigray state,13
2020,Tigray state,6
2020,Tigray state,24
2020,Tigray state,27
2020,Tigray state,5
2020,Tigray state,3
2020,Tigray state,1
2020,Tigray state,17
2020,Tigray state,13
2020,Tigray state,12
2021,Tigray state,18
2021,Tigray state,40
2021,Tigray state,25
2021,Tigray state,38
2021,Tigray state,16
2021,Tigray state,26
2021,Tigray state,25
2021,Tigray state,6
2021,Tigray state,8
2021,Tigray state,10
2021,Tigray state,15
2021,Tigray state,15
2021,Tigray state,15
2021,Tigray state,48
2021,Tigray state,8
2021,Tigray state,5
2021,Tigray state,31
2021,Tigray state,24
2021,Tigray state,6
2021,Tigray state,10
2021,Tigray state,7
2021,Tigray state,9
2021,Tigray state,19
2021,Tigray state,6
2021,Tigray state,12
2021,Tigray state,8
2021,Tigray state,17
2021,Tigray state,8
2021,Tigray state,20
2021,Tigray state,72
2021,Tigray state,5
2021,Tigray state,5
2021,Tigray state,11
2021,Tigray state,14
2021,Tigray state,30
2021,Tigray state,6
2021,Tigray state,5
2021,Tigray state,5
2021,Tigray state,6
2021,Tigray state,80
2021,Tigray state,0
2021,Tigray state,2
2021,Tigray state,7
2021,Tigray state,10
2021,Tigray state,7
2021,Tigray state,7
2021,Tigray state,6
2021,Tigray state,6
2021,Tigray state,100
2021,Tigray state,100
2021,Tigray state,100
2021,Tigray state,11
2021,Tigray state,2
2021,Tigray state,31
2021,Tigray state,22
2021,Tigray state,20
2021,Tigray state,70
2021,Tigray state,30
2021,Tigray state,116
2021,Tigray state,7
2021,Tigray state,11
2021,Tigray state,7
2021,Tigray state,9
2021,Tigray state,13
2021,Tigray state,13
2021,Tigray state,20
2021,Tigray state,35
2021,Tigray state,5
2021,Tigray state,10
2021,Tigray state,19
2021,Tigray state,24
2020,Tigray state,2
2020,Tigray state,16
2020,Tigray state,201
2020,Tigray state,40
2020,Tigray state,15
2021,Tigray state,53
2021,Amhara state,0
2021,Amhara state,3
2021,Tigray state,4
2021,Tigray state,18
2021,Tigray state,1
2021,Afar state,10
2021,Afar state,10
2021,Amhara state,8
2021,Amhara state,6
2021,Amhara state,29
2021,Amhara state,29
2021,Amhara state,2
2021,Amhara state,3
2021,Amhara state,2
2021,Amhara state,2
2021,Amhara state,6
2021,Amhara state,18
2021,Amhara state,26
2021,Amhara state,5
2021,Amhara state,23
2021,Amhara state,12
2021,Amhara state,7
2021,Amhara state,2
2021,Amhara state,13
2021,Amhara state,1
2002,Oromiya state,5
2002,Oromiya state,24
2003,Afar state,40
2000,Afar state,10
2000,Afar state,9
2002,Afar state,3
2002,Afar state,13
2002,Afar state,0
2002,Afar state,27
2002,Afar state,2
2002,Afar state,30
2012,Afar state,3
2018,Afar state,24
2020,,3
2006,,30
2002,Gambella state,8
2002,Gambella state,33
1997,Gambella state,3
2002,Gambella state,42
2002,Gambella state,59
2002,Gambella state,0
2003,Gambella state,2
2003,Gambella state,2
2003,Gambella state,2
2003,Gambella state,30
2004,Gambella state,0
2016,Gambella state,14
2016,Gambella state,10
2016,Gambella state,4
2003,Somali state,280
1991,Sidamo province,3
2006,Oromiya state,1
2006,Oromiya state,100
2007,Oromiya state,6
2007,Oromiya state,6
2008,Oromiya state,23
2008,Oromiya state,23
1992,Sidamo province,181
1992,Sidamo province,67
1992,Sidamo province,67
1992,Sidamo province,66
2009,Oromiya state,3
2006,Oromiya state,27
2006,Oromiya state,10
2007,Oromiya state,2
2017,Oromiya state,11
2003,Oromiya state,55
2008,SNNP state,33
1991,Kaffa province,43
1991,Kaffa province,47
1991,Kaffa province,1
1992,Kaffa province,2
1993,Kaffa province,35
1993,Kaffa province,3
1993,Kaffa province,1
1993,Kaffa province,23
2002,SNNP state,1
2002,SNNP state,8
2002,SNNP state,3
2002,SNNP state,8
2002,SNNP state,7
2002,SNNP state,8
2003,SNNP state,1
2003,SNNP state,1
2003,SNNP state,4
2003,SNNP state,17
2007,SNNP state,1
2007,SNNP state,1
2007,SNNP state,1
2007,SNNP state,1
2007,SNNP state,1
2008,SNNP state,6
2012,SNNP state,3
2003,SNNP state,1
2004,SNNP state,3
2004,SNNP state,3
2004,SNNP state,3
2005,SNNP state,1
2005,SNNP state,1
2005,SNNP state,1
2005,SNNP state,4
2005,SNNP state,1
2006,SNNP state,2
2006,SNNP state,14
2006,SNNP state,2
2006,SNNP state,13
2007,SNNP state,2
2007,SNNP state,3
2008,SNNP state,7
2008,SNNP state,5
2009,SNNP state,3
2009,SNNP state,2
2005,Oromiya state,24
2005,Oromiya state,19
2007,Benishangul-Gumuz state,2
2007,Oromiya state,3
2008,Oromiya state,10
2008,Benishangul-Gumuz state,11
2008,Oromiya state,10
2008,Benishangul-Gumuz state,11
2008,Benishangul-Gumuz state,11
2008,Oromiya state,10
2008,Oromiya state,10
2008,Benishangul-Gumuz state,11
2008,Benishangul-Gumuz state,10
2008,Benishangul-Gumuz state,11
2008,Oromiya state,10
2008,Oromiya state,10
2008,Oromiya state,10
2008,Oromiya state,10
2018,Benishangul-Gumuz state,16
2018,Oromiya state,28
2012,Gambella state,223
2020,Gambella state,0
2001,Somali state,5
2006,Somali state,100
2004,Somali state,54
1993,Gamu-Gofa province,3
1993,Gamu-Gofa province,4
2003,SNNP state,3
2004,SNNP state,1
2004,SNNP state,1
2004,SNNP state,1
2005,SNNP state,4
2005,SNNP state,9
2005,SNNP state,6
2006,SNNP state,2
2008,SNNP state,3
2009,SNNP state,2
2009,SNNP state,1
2009,SNNP state,15
2010,SNNP state,1
2006,Gambella state,16
2006,Gambella state,38
2006,Gambella state,3
2006,Gambella state,2
2016,Gambella state,75
2016,Gambella state,75
2002,Somali state,120
2002,Somali state,170
2002,Somali state,70
2002,Somali state,75
1991,Hararghe province,8
2000,Oromiya state,40
2003,Oromiya state,19
2003,Oromiya state,1
2003,Oromiya state,13
2005,Oromiya state,5
2005,Oromiya state,6
2005,Oromiya state,18
2005,Oromiya state,36
2005,Oromiya state,37
2017,Oromiya state,3
2017,Oromiya state,27
2017,Oromiya state,0
2017,Oromiya state,0
2017,Oromiya state,0
2017,Oromiya state,0
2017,Oromiya state,0
2017,Oromiya state,1
2017,Oromiya state,12
2017,Oromiya state,79
2017,Somali state,20
2017,Oromiya state,36
2017,Oromiya state,21
2017,Oromiya state,29
2017,Oromiya state,48
2018,Oromiya state,3
2018,Oromiya state,4
2018,Dire Dawa Chartered City state,10
2018,Oromiya state,10
2018,Oromiya state,1
2018,Oromiya state,0
2018,Somali state,22
2018,Somali state,0
2019,Somali state,5
2019,Dire Dawa Chartered City state,2
1989,,16
1991,Hararghe province,25
2000,Oromiya state,2
2000,Oromiya state,2
2000,Oromiya state,2
2000,Oromiya state,2
2000,Oromiya state,100
2001,Oromiya state,100
2005,Oromiya state,5
2005,Oromiya state,6
2017,Oromiya state,6
2017,Oromiya state,5
2018,Benishangul-Gumuz state,3
2019,Oromiya state,6
2019,Dire Dawa Chartered City state,7
2019,Oromiya state,10
2019,,18
2019,Oromiya state,16
2019,Oromiya state,14
2019,Oromiya state,1
2019,Amhara state,2
2019,Dire Dawa Chartered City state,1
2019,Oromiya state,1
2020,Dire Dawa Chartered City state,2
