year,adm_1,best
#date+year,#adm1+name,#affected+killed
2021,Amhara state,6
2021,Oromiya state,20
1992,Gamu-Gofa province,317
1993,Gamu-Gofa province,2
1992,Sidamo province,51
1996,Oromiya state,13
1998,Somali state,66
2000,Somali state,22
2000,Somali state,22
2000,Somali state,21
2002,Oromiya state,3
2000,Oromiya state,3
2000,Oromiya state,2
2000,Oromiya state,2
2000,Oromiya state,2
2000,Somali state,2
2000,Oromiya state,3
2000,Oromiya state,2
2000,Oromiya state,3
2000,Oromiya state,2
2000,Oromiya state,47
2001,Oromiya state,4
2001,Oromiya state,9
2001,Oromiya state,8
2001,Oromiya state,8
2001,Oromiya state,8
2001,Oromiya state,9
2001,Oromiya state,6
2001,Oromiya state,29
2001,Oromiya state,12
2002,Oromiya state,4
2002,Oromiya state,1
2008,Oromiya state,2
2009,Somali state,2
2009,Oromiya state,18
2009,Oromiya state,11
2009,Oromiya state,1
2009,Oromiya state,2
2012,Oromiya state,18
2017,Oromiya state,2
2017,Oromiya state,2
2018,Oromiya state,16
2018,Oromiya state,50
2018,Oromiya state,21
2000,Oromiya state,72
2001,Oromiya state,31
2001,SNNP state,40
1995,Oromiya state,1000
1998,SNNP state,350
1998,Oromiya state,350
2018,Oromiya state,10
2018,Oromiya state,11
2018,,3
2018,,1
1992,Hararghe province,100
2000,Oromiya state,0
2007,Somali state,40
2004,Gambella state,50
2004,Gambella state,33
2004,Gambella state,20
2004,Gambella state,4
2004,Gambella state,3
2004,Gambella state,4
2001,SNNP state,34
2001,Somali state,32
1992,Sidamo province,1
2007,Oromiya state,19
2008,Oromiya state,9
2008,Oromiya state,1
2008,Oromiya state,1
2008,Oromiya state,1
2008,Oromiya state,1
2009,Oromiya state,4
2009,Oromiya state,5
2009,Oromiya state,1
2009,Oromiya state,1
2011,Oromiya state,10
2011,Oromiya state,5
1991,Gamu-Gofa province,50
1991,Gamu-Gofa province,1
1999,SNNP state,1
1999,SNNP state,30
2009,SNNP state,1
2009,SNNP state,2
2009,SNNP state,1
2000,Somali state,37
1991,Hararghe province,33
1991,Hararghe province,34
1991,Hararghe province,33
1992,Hararghe province,9
1992,Hararghe province,0
2011,Gambella state,2
1991,Hararghe province,600
1997,SNNP state,3
2003,SNNP state,61
1999,Oromiya state,26
2001,Oromiya state,3
2001,Oromiya state,3
2001,Oromiya state,3
2001,Oromiya state,4
2004,,1
2018,Oromiya state,26
2018,Addis Ababa Chartered city,6
2018,Addis Ababa Chartered city,8
2018,Addis Ababa Chartered city,18
2018,Amhara state,200
2018,Amhara state,7
2019,Amhara state,45
2019,Amhara state,15
2019,Amhara state,14
2019,Amhara state,2
2019,Amhara state,20
2019,Amhara state,1
2019,Benishangul-Gumuz state,4
2019,Benishangul-Gumuz state,4
2019,Benishangul-Gumuz state,13
2019,Amhara state,24
2019,Benishangul-Gumuz state,5
2019,Benishangul-Gumuz state,2
2020,Benishangul-Gumuz state,1
2020,Benishangul-Gumuz state,1
2020,Benishangul-Gumuz state,140
2021,Amhara state,1
2019,Amhara state,21
2019,Amhara state,3
2019,Addis Ababa Chartered city,2
2019,Amhara state,1
2019,Oromiya state,10
2019,Oromiya state,3
2019,Oromiya state,1
2019,Oromiya state,6
2019,Oromiya state,1
2019,SNNP state,12
2019,Amhara state,5
2019,Oromiya state,1
2019,Oromiya state,1
2020,Oromiya state,1
2020,,10
2020,Oromiya state,0
2020,Oromiya state,0
2020,Oromiya state,13
2020,Oromiya state,1
2020,Amhara state,0
2020,Oromiya state,0
2020,Oromiya state,0
2020,Oromiya state,0
2020,Benishangul-Gumuz state,0
2020,Benishangul-Gumuz state,0
2020,Oromiya state,0
2021,Oromiya state,2
2021,Oromiya state,1
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,2
2021,Oromiya state,2
2021,Oromiya state,1
2021,Addis Ababa Chartered city,2
2021,Oromiya state,3
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,4
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,1
2021,Oromiya state,5
2021,Oromiya state,0
2021,Oromiya state,7
2021,Oromiya state,47
2021,Oromiya state,48
2021,Oromiya state,28
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,1
2021,Oromiya state,1
2021,Oromiya state,1
2021,Oromiya state,1
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,40
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,5
2021,Oromiya state,0
2021,Oromiya state,7
2021,Oromiya state,0
2021,Oromiya state,40
2021,Oromiya state,0
2021,Oromiya state,3
2021,Amhara state,1
2021,Oromiya state,0
2021,Amhara state,6
2021,Amhara state,6
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,11
2021,Amhara state,1
2021,Oromiya state,0
2021,Oromiya state,3
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2020,Oromiya state,3
2020,Oromiya state,60
2020,Oromiya state,0
2020,Benishangul-Gumuz state,10
2020,Oromiya state,0
2020,Oromiya state,0
2021,Oromiya state,6
2021,Oromiya state,5
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,0
2021,Oromiya state,7
2021,Oromiya state,3
2019,Afar state,0
2020,Somali state,8
2020,,27
2020,Afar state,26
2020,SNNP state,13
2020,SNNP state,12
2020,Oromiya state,1
2020,Oromiya state,1
2020,Oromiya state,2
2020,Oromiya state,2
2020,Oromiya state,7
2020,Oromiya state,3
2020,Oromiya state,2
2020,Oromiya state,3
2020,Oromiya state,2
2020,Oromiya state,1
2020,Oromiya state,1
2020,Oromiya state,6
2020,Oromiya state,2
2020,Oromiya state,1
2020,Oromiya state,1
2020,Oromiya state,5
2020,Oromiya state,3
2020,Oromiya state,23
2020,Oromiya state,1
2020,Harari state,1
2020,Oromiya state,1
2020,Addis Ababa Chartered city,4
2020,Oromiya state,13
2020,Addis Ababa Chartered city,8
2020,Benishangul-Gumuz state,222
2020,Benishangul-Gumuz state,15
2020,Benishangul-Gumuz state,0
2020,Benishangul-Gumuz state,13
2020,Tigray state,100
2020,Tigray state,65
2020,Tigray state,5
2020,Tigray state,3
2020,Tigray state,34
2020,Tigray state,25
2020,Tigray state,34
2020,Tigray state,5
2020,Tigray state,8
2020,Tigray state,25
2020,Tigray state,23
2020,Tigray state,15
2020,Tigray state,20
2020,Tigray state,9
2020,Tigray state,17
2020,Tigray state,0
2021,Tigray state,10
2021,Tigray state,30
2021,Tigray state,50
2021,Tigray state,5
2021,Tigray state,75
2021,Tigray state,25
2021,Tigray state,45
2021,Tigray state,10
2021,Tigray state,20
2021,Tigray state,180
2021,Tigray state,9
2021,Tigray state,27
2021,Tigray state,5
2021,Tigray state,33
2021,Tigray state,47
2021,Tigray state,29
2021,Tigray state,100
2021,Tigray state,11
2021,Tigray state,100
2021,Tigray state,5
2021,Tigray state,30
2021,Tigray state,1
2021,Tigray state,30
2021,Benishangul-Gumuz state,130
